Mean Values
year,week,SMN,SMT,VCI,TCI,VHI,%Area_VHI_LESS_15,%Area_VHI_LESS_35
1981, 35, 0.2076,293.956, 34.98, 72.65, 53.82,  0.21, 11.24
1981, 36, 0.2126,294.362, 38.54, 59.23, 48.88,  0.73, 19.35
1981, 37, 0.2105,294.207, 39.71, 48.33, 44.02,  1.73, 28.77
1981, 38, 0.2050,293.578, 41.05, 41.30, 41.17,  2.88, 35.36
1981, 39, 0.1956,292.334, 42.42, 36.74, 39.58,  4.13, 38.18
1981, 40, 0.1835,290.495, 43.87, 34.02, 38.95,  5.44, 39.96
1981, 41, 0.1683,288.057, 43.30, 34.68, 38.99,  4.18, 41.00
1981, 42, 0.1498,284.924, 40.87, 38.63, 39.75,  2.30, 39.59
1981, 43, 0.1293,281.281, 37.30, 43.43, 40.37,  1.10, 37.28
1981, 44, 0.1091,277.340, 32.47, 49.83, 41.15,  0.58, 32.90
1981, 45, 0.0942,274.089, 29.74, 52.76, 41.25,  0.26, 30.89
1981, 46, 0.0820,271.065, 28.11, 53.99, 41.05,  0.16, 29.86
1981, 47, 0.0738,268.745, 28.06, 53.15, 40.60,  0.16, 31.12
1981, 48, 0.0689,267.331, 29.81, 50.18, 39.99,  0.26, 33.10
1981, 49, 0.0671,266.595, 33.87, 45.95, 39.91,  0.32, 34.05
1981, 50, 0.0646,265.454, 37.33, 45.27, 41.29,  0.37, 30.84
1981, 51, 0.0611,264.743, 38.56, 44.01, 41.28,  0.42, 31.12
1981, 52, 0.0578,264.798, 38.13, 40.73, 39.43,  0.47, 36.02
1982,  1, 0.0542,265.410, 38.19, 33.35, 35.77,  1.58, 49.00
1982,  2, 0.0497,265.542, 34.98, 32.54, 33.76,  1.47, 57.58
1982,  3, 0.0481,265.810, 33.26, 32.23, 32.74,  1.58, 62.27
1982,  4, 0.0465,266.433, 30.52, 33.64, 32.08,  1.16, 65.53
1982,  5, 0.0470,267.315, 29.17, 36.89, 33.03,  0.79, 61.76
1982,  6, 0.0514,268.790, 30.35, 38.96, 34.65,  0.79, 52.65
1982,  7, 0.0576,270.890, 31.50, 38.92, 35.20,  0.84, 49.37
1982,  8, 0.0649,273.085, 33.03, 37.11, 35.07,  0.58, 48.93
1982,  9, 0.0732,275.581, 34.17, 34.65, 34.41,  0.79, 54.47
1982, 10, 0.0845,277.936, 35.34, 33.35, 34.35,  0.68, 54.10
1982, 11, 0.1004,280.222, 38.67, 31.46, 35.07,  0.31, 50.55
1982, 12, 0.1166,282.599, 40.97, 29.51, 35.24,  0.31, 49.40
1982, 13, 0.1321,284.709, 41.31, 29.03, 35.17,  0.31, 50.73
1982, 14, 0.1478,286.489, 41.26, 29.82, 35.54,  0.62, 48.33
1982, 15, 0.1659,288.250, 41.88, 28.00, 34.94,  0.52, 52.76
1982, 16, 0.1892,289.840, 41.13, 33.37, 37.25,  0.68, 41.35
1982, 17, 0.2154,291.175, 40.80, 39.90, 40.35,  0.94, 31.25
1982, 18, 0.2423,292.171, 41.47, 47.96, 44.72,  0.68, 20.10
1982, 19, 0.2715,293.778, 43.39, 49.34, 46.36,  0.42, 17.40
1982, 20, 0.2921,295.398, 40.74, 48.22, 44.47,  0.37, 20.78
1982, 21, 0.3026,296.468, 42.04, 45.76, 43.90,  0.73, 22.92
1982, 22, 0.3030,297.258, 41.87, 44.37, 43.12,  0.88, 24.79
1982, 23, 0.2948,297.804, 39.64, 45.82, 42.73,  1.30, 25.89
1982, 24, 0.2822,298.153, 35.78, 50.85, 43.31,  1.35, 23.70
1982, 25, 0.2670,298.196, 31.16, 59.88, 45.52,  0.88, 20.57
1982, 26, 0.2551,298.194, 29.25, 65.69, 47.47,  0.42, 17.03
1982, 27, 0.2432,298.104, 28.04, 68.30, 48.17,  0.16, 15.36
1982, 28, 0.2347,298.061, 28.07, 68.07, 48.07,  0.05, 15.00
1982, 29, 0.2347,298.179, 30.41, 66.29, 48.35,  0.05, 15.26
1982, 30, 0.2375,298.365, 43.35, 64.10, 53.72,  0.16,  9.38
1982, 31, 0.2405,298.396, 47.70, 63.54, 55.62,  0.16,  7.40
1982, 32, 0.2440,298.543, 51.78, 59.84, 55.81,  0.10,  7.24
1982, 33, 0.2466,298.403, 52.84, 58.51, 55.67,  0.05,  7.40
1982, 34, 0.2504,298.273, 53.15, 55.34, 54.25,  0.21,  8.02
1982, 35, 0.2495,297.953, 52.57, 48.51, 50.54,  0.52, 12.03
1982, 36, 0.2419,297.301, 50.45, 39.97, 45.21,  1.09, 21.09
1982, 37, 0.2287,296.263, 46.86, 35.22, 41.04,  2.03, 32.24
1982, 38, 0.2133,294.716, 43.93, 35.50, 39.72,  2.66, 35.83
1982, 39, 0.1973,293.173, 42.27, 33.49, 37.88,  3.12, 41.09
1982, 40, 0.1759,291.163, 39.15, 32.23, 35.69,  4.43, 50.00
1982, 41, 0.1537,288.976, 35.05, 30.68, 32.86,  5.73, 59.53
1982, 42, 0.1370,287.021, 33.75, 25.91, 29.83,  7.55, 70.83
1982, 43, 0.1195,284.572, 31.98, 24.34, 28.16,  9.22, 75.78
1982, 44, 0.1046,282.523, 30.11, 22.58, 26.34, 10.31, 82.29
1982, 45, 0.0894,280.437, 27.46, 22.37, 24.91, 12.55, 86.98
1982, 46, 0.0767,277.730, 25.38, 24.57, 24.97,  9.58, 88.59
1982, 47, 0.0661,275.315, 23.60, 25.83, 24.71, 10.73, 89.95
1982, 48, 0.0569,272.360, 21.92, 30.13, 26.03,  7.97, 86.97
1982, 49, 0.0491,269.678, 20.75, 33.96, 27.36,  7.58, 80.96
1982, 50, 0.0428,266.973, 19.93, 39.99, 29.96,  6.45, 70.95
1982, 51, 0.0401,264.166, 20.44, 47.03, 33.73,  3.21, 57.60
1982, 52, 0.0385,262.177, 20.44, 51.04, 35.74,  1.79, 50.60
1983,  1, 0.0355,260.578, 19.38, 52.34, 35.86,  1.53, 50.00
1983,  2, 0.0332,259.710, 18.34, 54.86, 36.60,  0.74, 48.53
1983,  3, 0.0330,259.846, 18.50, 54.52, 36.51,  0.95, 48.87
1983,  4, 0.0340,260.178, 19.03, 56.59, 37.81,  1.26, 42.53
1983,  5, 0.0356,261.818, 19.58, 56.62, 38.10,  1.74, 40.69
1983,  6, 0.0363,263.373, 18.84, 58.17, 38.51,  1.31, 38.43
1983,  7, 0.0393,265.279, 18.75, 58.97, 38.86,  0.84, 36.86
1983,  8, 0.0456,267.961, 20.89, 55.28, 38.09,  0.74, 38.42
1983,  9, 0.0522,270.671, 22.00, 52.19, 37.09,  0.52, 42.53
1983, 10, 0.0623,274.377, 23.57, 46.04, 34.80,  0.52, 52.51
1983, 11, 0.0782,279.170, 27.86, 35.03, 31.44,  0.99, 70.69
1983, 12, 0.0950,283.181, 31.09, 26.64, 28.86,  2.03, 81.74
1983, 13, 0.1152,286.683, 33.96, 20.05, 27.00,  3.96, 85.66
1983, 14, 0.1348,288.624, 35.91, 19.22, 27.56,  4.59, 81.96
1983, 15, 0.1581,290.226, 38.94, 17.96, 28.45,  3.49, 78.99
1983, 16, 0.1834,291.625, 39.08, 21.22, 30.15,  4.38, 70.75
1983, 17, 0.2058,292.870, 37.05, 26.28, 31.67,  4.90, 64.86
1983, 18, 0.2229,293.947, 33.48, 32.35, 32.92,  6.00, 59.85
1983, 19, 0.2349,294.854, 27.92, 37.70, 32.81,  7.04, 59.12
1983, 20, 0.2399,295.407, 19.81, 44.47, 32.14,  7.87, 61.31
1983, 21, 0.2407,296.063, 16.84, 44.94, 30.89,  9.18, 64.70
1983, 22, 0.2361,296.343, 14.50, 47.35, 30.92,  9.07, 66.08
1983, 23, 0.2306,296.405, 13.76, 52.54, 33.15,  5.94, 58.07
1983, 24, 0.2253,296.607, 13.54, 58.95, 36.25,  3.44, 48.59
1983, 25, 0.2226,297.009, 14.45, 65.05, 39.75,  2.13, 35.16
1983, 26, 0.2216,297.222, 17.02, 69.28, 43.15,  1.30, 25.16
1983, 27, 0.2201,297.391, 19.90, 70.10, 45.00,  1.20, 21.46
1983, 28, 0.2173,297.139, 22.00, 71.81, 46.90,  0.83, 17.97
1983, 29, 0.2176,296.869, 24.56, 73.67, 49.11,  0.52, 14.53
1983, 30, 0.2185,296.266, 35.36, 77.62, 56.49,  0.00,  7.03
1983, 31, 0.2241,295.883, 40.90, 80.12, 60.51,  0.00,  4.95
1983, 32, 0.2320,295.985, 47.14, 77.71, 62.42,  0.00,  4.79
1983, 33, 0.2406,296.134, 51.07, 75.33, 63.20,  0.00,  4.58
1983, 34, 0.2458,296.175, 51.99, 71.63, 61.81,  0.10,  5.21
1983, 35, 0.2485,296.504, 52.75, 60.41, 56.58,  0.31,  7.97
1983, 36, 0.2395,295.919, 49.87, 51.53, 50.70,  0.52, 14.38
1983, 37, 0.2237,295.100, 45.04, 45.17, 45.10,  1.09, 23.85
1983, 38, 0.2048,294.177, 40.60, 40.42, 40.51,  2.81, 35.52
1983, 39, 0.1851,292.610, 37.20, 38.95, 38.07,  3.65, 41.51
1983, 40, 0.1667,290.882, 35.30, 34.99, 35.14,  4.64, 52.60
1983, 41, 0.1477,288.628, 32.72, 33.64, 33.18,  5.31, 60.47
1983, 42, 0.1288,285.936, 30.33, 34.06, 32.19,  3.80, 63.96
1983, 43, 0.1093,283.131, 27.37, 33.77, 30.57,  3.33, 71.35
1983, 44, 0.0909,279.902, 23.36, 37.44, 30.40,  2.76, 73.54
1983, 45, 0.0792,276.459, 21.83, 42.56, 32.19,  0.94, 66.77
1983, 46, 0.0700,273.450, 21.14, 44.58, 32.86,  0.62, 65.31
1983, 47, 0.0644,271.195, 21.90, 43.92, 32.91,  0.78, 65.38
1983, 48, 0.0603,269.289, 23.84, 42.96, 33.40,  0.84, 62.73
1983, 49, 0.0562,267.397, 25.72, 43.47, 34.59,  1.05, 56.68
1983, 50, 0.0515,265.093, 26.82, 47.75, 37.28,  0.95, 46.32
1983, 51, 0.0472,263.624, 26.54, 49.13, 37.83,  1.16, 45.21
1983, 52, 0.0452,262.169, 26.57, 50.97, 38.77,  1.16, 43.08
1984,  1, 0.0452,261.347, 28.94, 49.03, 38.98,  1.26, 41.76
1984,  2, 0.0443,260.767, 29.32, 50.61, 39.96,  1.05, 38.72
1984,  3, 0.0426,260.348, 27.74, 52.78, 40.26,  1.05, 38.30
1984,  4, 0.0403,260.480, 24.68, 56.00, 40.34,  0.90, 38.48
1984,  5, 0.0396,261.009, 22.60, 60.19, 41.39,  0.42, 33.42
1984,  6, 0.0427,262.038, 23.51, 63.47, 43.49,  0.21, 26.62
1984,  7, 0.0459,263.648, 23.21, 64.94, 44.07,  0.10, 23.82
1984,  8, 0.0507,265.319, 24.07, 64.29, 44.18,  0.16, 21.36
1984,  9, 0.0553,267.077, 23.91, 64.37, 44.14,  0.16, 20.86
1984, 10, 0.0632,269.385, 24.39, 63.41, 43.90,  0.10, 20.36
1984, 11, 0.0774,272.350, 27.76, 60.11, 43.94,  0.05, 19.21
1984, 12, 0.0964,276.058, 31.95, 54.81, 43.38,  0.05, 19.95
1984, 13, 0.1186,279.467, 35.69, 50.60, 43.14,  0.05, 20.47
1984, 14, 0.1428,282.384, 39.41, 48.04, 43.72,  0.10, 19.58
1984, 15, 0.1682,284.852, 42.99, 43.52, 43.25,  0.16, 22.03
1984, 16, 0.1959,286.669, 43.93, 51.59, 47.76,  0.00, 12.08
1984, 17, 0.2277,288.528, 45.64, 57.87, 51.75,  0.00,  7.45
1984, 18, 0.2601,290.514, 48.40, 60.59, 54.49,  0.00,  4.90
1984, 19, 0.2906,292.791, 51.21, 57.62, 54.42,  0.10,  7.66
1984, 20, 0.3129,294.735, 49.06, 53.80, 51.43,  0.42, 13.28
1984, 21, 0.3235,296.036, 50.87, 49.55, 50.21,  0.57, 15.94
1984, 22, 0.3219,297.036, 49.91, 46.48, 48.19,  1.67, 19.38
1984, 23, 0.3140,297.807, 47.38, 46.07, 46.72,  2.08, 22.03
1984, 24, 0.3048,298.719, 44.45, 46.42, 45.44,  2.92, 25.57
1984, 25, 0.2933,299.601, 40.87, 48.53, 44.70,  3.85, 27.40
1984, 26, 0.2768,299.952, 36.81, 51.57, 44.19,  4.38, 28.49
1984, 27, 0.2591,300.246, 33.23, 51.14, 42.18,  5.10, 33.07
1984, 28, 0.2415,300.262, 29.97, 50.82, 40.39,  5.21, 38.70
1984, 29, 0.2274,300.198, 27.56, 50.74, 39.15,  6.15, 42.66
1984, 30, 0.2154,299.910, 32.36, 52.43, 42.40,  4.58, 36.09
1984, 31, 0.2040,299.337, 29.65, 56.24, 42.94,  3.28, 34.74
1984, 32, 0.1978,298.849, 29.00, 56.86, 42.93,  3.12, 34.90
1984, 33, 0.1984,298.459, 29.72, 57.50, 43.61,  2.60, 33.59
1984, 34, 0.1992,297.978, 29.87, 57.28, 43.58,  2.50, 33.70
1984, 35, 0.1985,297.183, 30.26, 54.63, 42.45,  2.34, 36.67
1984, 36, 0.1938,296.287, 30.06, 48.20, 39.12,  3.96, 44.95
1984, 37, 0.1882,295.645, 29.96, 40.26, 35.11,  6.67, 55.21
1984, 38, 0.1764,294.389, 28.47, 38.10, 33.28,  8.28, 58.65
1984, 39, 0.1605,292.333, 26.36, 40.86, 33.61,  8.44, 56.98
1984, 40, 0.1449,289.967, 25.43, 42.36, 33.90,  8.33, 56.62
1984, 41, 0.1304,287.598, 24.97, 41.43, 33.20,  7.60, 57.81
1984, 42, 0.1178,284.783, 25.46, 42.08, 33.77,  4.90, 57.29
1984, 43, 0.1033,280.905, 24.80, 47.97, 36.38,  1.56, 49.01
1984, 44, 0.0883,277.030, 22.43, 53.55, 37.99,  0.78, 42.66
1984, 45, 0.0775,273.909, 21.30, 55.36, 38.33,  0.42, 41.08
1984, 46, 0.0719,270.492, 22.47, 58.52, 40.49,  0.10, 31.39
1984, 47, 0.0694,267.639, 25.21, 59.67, 42.44,  0.05, 22.70
1984, 48, 0.0671,265.188, 28.62, 60.42, 44.52,  0.00, 16.10
1984, 49, 0.0668,263.420, 33.77, 60.44, 47.10,  0.00, 11.90
1984, 50, 0.0679,261.895, 40.35, 61.32, 50.83,  0.00,  8.05
1984, 51, 0.0662,259.866, 43.55, 64.60, 54.08,  0.00,  5.47
1984, 52, 0.0630,258.455, 43.45, 65.62, 54.53,  0.00,  4.58
1985,  1, 0.0600,258.383, 44.37, 60.94, 52.65,  0.00,  8.10
1985,  2, 0.0563,259.256, 42.47, 56.88, 49.68,  0.00, 11.95
1985,  3, 0.0519,260.255, 38.07, 53.54, 45.80,  0.21, 18.37
1985,  4, 0.0468,261.125, 31.62, 53.95, 42.78,  0.68, 25.72
1985,  5, 0.0413,262.097, 25.02, 56.48, 40.75,  0.89, 31.30
1985,  6, 0.0372,262.769, -1.00, -1.00, -1.00, -1.00, -1.00
1985,  7, 0.0359,263.178, -1.00, -1.00, -1.00, -1.00, -1.00
1985,  8, 0.0345,264.013, -1.00, -1.00, -1.00, -1.00, -1.00
1985,  9,-1.0000, -1.000, -1.00, -1.00, -1.00, -1.00, -1.00
1985, 10,-1.0000, -1.000, -1.00, -1.00, -1.00, -1.00, -1.00
1985, 11,-1.0000, -1.000, -1.00, -1.00, -1.00, -1.00, -1.00
1985, 12,-1.0000, -1.000, -1.00, -1.00, -1.00, -1.00, -1.00
1985, 13,-1.0000, -1.000, -1.00, -1.00, -1.00, -1.00, -1.00
1985, 14,-1.0000, -1.000, -1.00, -1.00, -1.00, -1.00, -1.00
1985, 15, 0.0866,279.727, 10.97, 63.21, 37.09,  3.44, 45.08
1985, 16, 0.1134,283.620, 11.74, 64.75, 38.24,  2.66, 41.46
1985, 17, 0.1477,287.371, 14.41, 61.44, 37.92,  2.45, 43.07
1985, 18, 0.1823,290.572, 17.20, 56.79, 37.00,  3.33, 45.78
1985, 19, 0.2137,293.219, 18.93, 51.61, 35.27,  5.52, 50.16
1985, 20, 0.2417,295.897, 20.70, 42.76, 31.73,  9.32, 62.50
1985, 21, 0.2607,296.663, 25.04, 43.08, 34.06,  6.67, 54.22
1985, 22, 0.2731,297.169, 29.96, 44.16, 37.06,  4.53, 43.12
1985, 23, 0.2759,297.535, 32.48, 47.28, 39.88,  3.18, 34.12
1985, 24, 0.2734,297.977, 33.01, 51.61, 42.31,  2.13, 26.15
1985, 25, 0.2701,298.440, 33.15, 57.22, 45.19,  1.09, 19.64
1985, 26, 0.2628,298.516, 32.82, 62.35, 47.58,  0.47, 15.26
1985, 27, 0.2577,298.847, 33.58, 61.50, 47.54,  0.10, 15.26
1985, 28, 0.2551,299.482, 35.03, 56.02, 45.52,  0.16, 17.92
1985, 29, 0.2513,300.009, 35.51, 50.99, 43.25,  0.31, 25.26
1985, 30, 0.2491,300.662, 48.54, 45.43, 46.99,  0.62, 21.25
1985, 31, 0.2455,301.354, 49.52, 40.27, 44.90,  1.72, 27.66
1985, 32, 0.2409,301.761, 49.55, 33.52, 41.53,  5.31, 36.25
1985, 33, 0.2357,301.623, 46.95, 30.37, 38.66,  7.87, 43.90
1985, 34, 0.2275,300.835, 42.40, 30.67, 36.53, 10.64, 48.31
1985, 35, 0.2188,299.300, 39.29, 31.88, 35.58, 11.48, 50.81
1985, 36, 0.2089,297.349, 36.84, 33.44, 35.14, 11.32, 51.75
1985, 37, 0.1969,295.436, 34.03, 36.09, 35.06, 11.06, 51.49
1985, 38, 0.1857,293.521, 32.77, 40.37, 36.57,  9.65, 46.61
1985, 39, 0.1715,291.272, 31.59, 46.08, 38.84,  6.47, 40.88
1985, 40, 0.1545,288.776, 30.17, 49.73, 39.95,  5.16, 37.33
1985, 41, 0.1369,286.208, 28.14, 51.04, 39.59,  3.23, 37.07
1985, 42, 0.1201,283.841, 26.59, 48.02, 37.30,  2.76, 42.91
1985, 43, 0.1063,281.257, 26.23, 45.00, 35.62,  2.40, 48.80
1985, 44, 0.0951,278.565, 25.74, 44.53, 35.13,  2.04, 50.16
1985, 45, 0.0811,275.720, 23.29, 46.02, 34.65,  2.04, 52.30
1985, 46, 0.0655,272.155, 19.23, 50.45, 34.84,  1.67, 50.94
1985, 47, 0.0513,269.003, 14.55, 53.41, 33.98,  1.57, 55.79
1985, 48, 0.0422,266.137, 11.87, 56.60, 34.24,  1.41, 55.64
1985, 49, 0.0380,264.302, 11.99, 57.25, 34.62,  1.51, 55.38
1985, 50, 0.0351,263.014, 12.80, 57.26, 35.03,  2.35, 52.85
1985, 51, 0.0338,261.740, 14.10, 57.06, 35.58,  2.46, 51.05
