Mean Values
year,week,SMN,SMT,VCI,TCI,VHI,%Area_VHI_LESS_15,%Area_VHI_LESS_35
1981, 35, 0.1230,286.850, 20.17, 67.27, 43.72,  2.50, 35.00
1981, 36, 0.1244,287.953, 22.69, 57.38, 40.03,  5.00, 42.50
1981, 37, 0.1217,287.837, 22.86, 52.99, 37.92,  2.50, 50.00
1981, 38, 0.1163,287.250, 23.06, 48.60, 35.83,  7.50, 60.00
1981, 39, 0.1090,285.812, 23.38, 45.60, 34.49,  5.00, 60.00
1981, 40, 0.0985,283.735, 22.81, 44.67, 33.74,  7.50, 62.50
1981, 41, 0.0864,280.915, 21.30, 47.32, 34.31, 10.00, 55.00
1981, 42, 0.0734,276.970, 18.83, 55.73, 37.28,  0.00, 50.00
1981, 43, 0.0605,273.112, 15.27, 60.35, 37.81,  0.00, 45.00
1981, 44, 0.0507,268.602, 11.85, 68.35, 40.10,  0.00, 37.50
1981, 45, 0.0432,264.793,  9.47, 73.58, 41.52,  0.00, 20.00
1981, 46, 0.0379,261.087,  7.99, 79.57, 43.78,  0.00, 20.00
1981, 47, 0.0358,259.115,  7.61, 80.11, 43.85,  0.00, 22.50
1981, 48, 0.0335,259.080,  7.55, 75.78, 41.67,  0.00, 25.00
1981, 49, 0.0327,259.700,  8.19, 68.74, 38.46,  0.00, 32.50
1981, 50, 0.0338,259.320, 10.35, 65.52, 37.94,  0.00, 35.00
1981, 51, 0.0339,259.628, 11.75, 63.26, 37.51,  0.00, 40.00
1981, 52, 0.0345,261.015, 13.48, 58.30, 35.89,  0.00, 55.00
1982,  1, 0.0350,262.977, 16.93, 49.94, 33.43,  2.50, 65.00
1982,  2, 0.0357,264.015, 18.31, 47.22, 32.76,  2.50, 67.50
1982,  3, 0.0380,264.810, 19.58, 44.09, 31.83,  2.50, 72.50
1982,  4, 0.0389,266.257, 20.25, 41.01, 30.63,  2.50, 75.00
1982,  5, 0.0418,267.220, 21.47, 42.29, 31.88,  2.50, 67.50
1982,  6, 0.0470,268.308, 24.08, 42.78, 33.43,  2.50, 65.00
1982,  7, 0.0525,269.603, 25.40, 42.92, 34.16,  2.50, 57.50
1982,  8, 0.0583,271.533, 27.32, 39.58, 33.44,  0.00, 57.50
1982,  9, 0.0632,273.722, 27.88, 33.88, 30.88,  2.50, 67.50
1982, 10, 0.0693,275.230, 29.55, 32.66, 31.10,  2.50, 72.50
1982, 11, 0.0773,276.782, 32.27, 31.08, 31.67,  5.00, 65.00
1982, 12, 0.0832,277.970, 32.06, 31.82, 31.94,  5.00, 70.00
1982, 13, 0.0861,278.867, 30.40, 32.33, 31.36,  5.00, 70.00
1982, 14, 0.0914,279.955, 29.15, 31.64, 30.39,  2.50, 75.00
