Mean Values
year,week,SMN,SMT,VCI,TCI,VHI,%Area_VHI_LESS_15,%Area_VHI_LESS_35
1981, 35, 0.1685,294.744, 16.55, 57.65, 37.10,  4.15, 44.34
1981, 36, 0.1728,295.020, 23.66, 42.23, 32.94,  8.68, 58.31
1981, 37, 0.1637,293.981, 26.90, 31.96, 29.43, 11.79, 69.09
1981, 38, 0.1518,292.251, 28.57, 27.94, 28.25, 12.42, 73.15
1981, 39, 0.1362,289.698, 28.65, 30.23, 29.44,  9.10, 70.22
1981, 40, 0.1191,286.336, 27.38, 35.25, 31.32,  6.42, 65.81
1981, 41, 0.1023,282.203, 25.18, 43.99, 34.59,  2.77, 55.54
1981, 42, 0.0837,276.878, 22.10, 57.99, 40.05,  0.71, 34.98
1981, 43, 0.0677,271.258, 20.01, 69.30, 44.66,  0.08, 20.26
1981, 44, 0.0520,265.403, 15.95, 79.98, 47.97,  0.13, 11.53
1981, 45, 0.0439,260.074, 15.34, 86.31, 50.82,  0.04,  7.26
1981, 46, 0.0395,254.929, 16.57, 91.12, 53.85,  0.04,  4.24
1981, 47, 0.0367,251.027, 17.83, 92.67, 55.25,  0.08,  3.65
1981, 48, 0.0357,248.662, 20.51, 91.89, 56.20,  0.08,  4.36
1981, 49, 0.0339,247.628, 23.50, 89.74, 56.62,  0.21,  4.57
1981, 50, 0.0339,247.188, 28.53, 87.13, 57.83,  0.42,  5.24
1981, 51, 0.0337,247.290, 34.41, 83.33, 58.87,  0.21,  5.20
1981, 52, 0.0331,248.769, 40.18, 74.34, 57.26,  0.21,  7.30
1982,  1, 0.0313,250.909, 42.66, 61.03, 51.84,  0.46, 13.72
1982,  2, 0.0294,252.525, 42.33, 51.29, 46.81,  0.34, 19.13
1982,  3, 0.0277,253.636, 41.16, 45.86, 43.51,  0.29, 24.50
1982,  4, 0.0253,255.322, 36.73, 42.18, 39.45,  0.25, 34.86
1982,  5, 0.0221,256.680, 30.84, 43.85, 37.35,  0.29, 44.09
1982,  6, 0.0190,257.312, 24.21, 49.47, 36.84,  0.29, 44.72
1982,  7, 0.0171,258.047, 18.66, 54.78, 36.72,  0.17, 44.97
1982,  8, 0.0159,259.727, 15.14, 55.59, 35.37,  0.17, 51.51
1982,  9, 0.0129,260.919, 10.04, 58.29, 34.17,  0.13, 56.88
1982, 10, 0.0125,262.885,  7.57, 58.41, 32.99,  0.17, 61.87
1982, 11, 0.0155,265.470,  7.69, 56.53, 32.11,  0.34, 66.44
1982, 12, 0.0223,268.393, 10.27, 54.31, 32.29,  0.29, 66.19
1982, 13, 0.0342,272.331, 15.37, 49.59, 32.48,  0.13, 66.11
1982, 14, 0.0438,275.389, 16.39, 47.00, 31.69,  0.46, 69.42
1982, 15, 0.0580,278.214, 18.63, 46.00, 32.31,  0.38, 66.82
1982, 16, 0.0791,280.709, 22.79, 50.38, 36.58,  0.04, 48.49
1982, 17, 0.1024,283.194, 23.61, 56.13, 39.87,  0.04, 34.65
1982, 18, 0.1326,285.634, 25.78, 62.71, 44.24,  0.00, 19.46
1982, 19, 0.1768,288.388, 32.52, 65.30, 48.91,  0.00,  8.31
1982, 20, 0.2278,291.571, 36.55, 59.10, 47.83,  0.08, 11.03
1982, 21, 0.2724,293.751, 43.89, 56.46, 50.17,  0.04,  7.63
1982, 22, 0.3028,294.277, 48.38, 57.97, 53.17,  0.13,  5.91
1982, 23, 0.3150,294.725, 49.07, 59.37, 54.22,  0.04,  5.16
1982, 24, 0.3145,294.487, 47.25, 66.66, 56.95,  0.00,  3.52
1982, 25, 0.3079,293.918, 44.03, 75.15, 59.59,  0.00,  2.56
1982, 26, 0.3079,294.267, 45.01, 74.53, 59.77,  0.00,  2.22
1982, 27, 0.3003,293.940, 43.98, 75.67, 59.82,  0.00,  2.14
1982, 28, 0.2999,294.156, 45.85, 74.61, 60.23,  0.00,  1.76
1982, 29, 0.2992,294.409, 46.79, 75.23, 61.01,  0.00,  1.34
1982, 30, 0.3000,294.665, 57.04, 76.69, 66.87,  0.00,  0.80
1982, 31, 0.2983,294.878, 59.49, 78.56, 69.02,  0.00,  0.55
1982, 32, 0.2957,295.411, 61.71, 75.37, 68.54,  0.00,  0.50
1982, 33, 0.2934,295.883, 63.54, 70.54, 67.04,  0.00,  0.88
1982, 34, 0.2907,296.067, 66.47, 63.71, 65.09,  0.00,  1.30
1982, 35, 0.2794,295.617, 67.34, 56.09, 61.71,  0.00,  2.22
1982, 36, 0.2619,294.773, 66.89, 45.54, 56.21,  0.00,  5.66
1982, 37, 0.2366,292.976, 63.52, 40.42, 51.97,  0.04, 10.15
1982, 38, 0.2097,290.607, 59.05, 41.79, 50.42,  0.04, 11.49
1982, 39, 0.1788,288.153, 51.56, 42.90, 47.23,  0.17, 17.49
1982, 40, 0.1443,285.400, 41.07, 42.45, 41.76,  0.42, 31.63
1982, 41, 0.1158,282.650, 32.68, 40.60, 36.64,  2.06, 47.61
1982, 42, 0.0951,279.666, 29.05, 38.51, 33.78,  3.86, 57.47
1982, 43, 0.0792,276.052, 27.49, 40.10, 33.79,  3.44, 57.80
1982, 44, 0.0682,273.162, 26.93, 38.84, 32.89,  3.02, 61.03
1982, 45, 0.0567,270.035, 24.76, 38.64, 31.70,  3.44, 65.86
1982, 46, 0.0499,266.673, 24.92, 39.37, 32.14,  2.89, 63.59
1982, 47, 0.0467,263.274, 26.77, 41.36, 34.06,  2.39, 56.46
1982, 48, 0.0426,259.781, 27.78, 45.08, 36.43,  2.43, 49.08
1982, 49, 0.0416,257.201, 33.00, 46.90, 39.95,  2.31, 38.21
1982, 50, 0.0407,254.869, 38.20, 50.50, 44.35,  1.72, 29.49
1982, 51, 0.0399,253.188, 43.98, 54.21, 49.09,  0.71, 18.96
1982, 52, 0.0391,252.633, 50.28, 54.02, 52.15,  0.42, 13.88
1983,  1, 0.0380,252.773, 54.52, 50.58, 52.55,  0.46, 12.75
1983,  2, 0.0368,253.429, 55.20, 46.07, 50.63,  0.38, 14.30
1983,  3, 0.0362,253.774, 55.68, 44.52, 50.10,  0.25, 14.14
1983,  4, 0.0350,254.291, 52.72, 46.74, 49.72,  0.34, 13.42
1983,  5, 0.0331,256.050, 47.81, 46.26, 47.04,  0.29, 17.78
1983,  6, 0.0322,258.009, 42.54, 45.74, 44.14,  0.34, 23.20
1983,  7, 0.0327,260.491, 37.61, 44.04, 40.83,  0.25, 31.04
1983,  8, 0.0344,263.220, 34.99, 41.49, 38.24,  0.29, 38.34
1983,  9, 0.0356,266.008, 31.34, 39.06, 35.20,  0.38, 51.47
1983, 10, 0.0374,269.278, 28.18, 35.52, 31.85,  0.96, 67.32
1983, 11, 0.0415,272.932, 26.92, 31.06, 28.99,  2.64, 78.10
1983, 12, 0.0475,276.681, 26.80, 27.22, 27.01,  4.24, 84.90
1983, 13, 0.0595,280.879, 30.70, 21.92, 26.31,  4.70, 87.04
1983, 14, 0.0754,284.110, 34.17, 19.18, 26.67,  3.90, 87.00
1983, 15, 0.0938,286.514, 37.39, 19.29, 28.34,  1.68, 83.18
1983, 16, 0.1112,287.650, 38.24, 26.49, 32.36,  0.50, 66.40
1983, 17, 0.1307,288.741, 36.23, 34.91, 35.57,  0.08, 51.38
1983, 18, 0.1579,290.465, 36.34, 41.23, 38.78,  0.00, 34.81
1983, 19, 0.1929,292.736, 38.99, 42.61, 40.80,  0.00, 26.09
1983, 20, 0.2299,295.060, 37.18, 40.21, 38.69,  0.34, 35.91
1983, 21, 0.2527,296.368, 35.96, 40.57, 38.26,  0.75, 38.51
1983, 22, 0.2613,296.814, 30.62, 41.07, 35.85,  2.06, 47.94
1983, 23, 0.2570,296.661, 23.81, 45.77, 34.79,  3.78, 52.77
1983, 24, 0.2430,296.440, 16.79, 52.28, 34.53,  4.15, 53.73
1983, 25, 0.2320,296.838, 12.51, 54.07, 33.29,  5.54, 57.17
1983, 26, 0.2231,297.370, 10.88, 53.35, 32.11,  6.42, 61.07
1983, 27, 0.2186,298.081, 12.32, 49.03, 30.67,  7.80, 66.36
1983, 28, 0.2113,298.189, 12.75, 49.38, 31.06,  6.63, 64.39
1983, 29, 0.2061,297.947, 12.78, 52.67, 32.73,  4.49, 58.14
1983, 30, 0.2036,297.398, 16.04, 58.14, 37.09,  2.52, 44.13
1983, 31, 0.2109,297.182, 22.43, 61.79, 42.11,  0.96, 29.53
1983, 32, 0.2186,297.195, 28.09, 61.09, 44.59,  0.80, 25.25
1983, 33, 0.2254,297.085, 32.62, 60.40, 46.51,  0.59, 21.69
1983, 34, 0.2252,296.578, 35.69, 59.43, 47.56,  0.59, 20.18
1983, 35, 0.2204,296.381, 39.03, 49.64, 44.34,  1.09, 27.18
1983, 36, 0.2036,294.967, 38.36, 44.18, 41.27,  1.68, 32.13
1983, 37, 0.1831,293.154, 36.60, 39.16, 37.88,  2.68, 40.65
1983, 38, 0.1661,291.499, 36.14, 34.31, 35.22,  4.49, 49.08
1983, 39, 0.1470,288.458, 34.47, 40.63, 37.55,  2.22, 41.19
1983, 40, 0.1302,285.844, 33.31, 39.49, 36.40,  1.68, 45.09
1983, 41, 0.1136,282.974, 31.34, 38.75, 35.04,  2.64, 50.54
1983, 42, 0.1005,280.116, 32.13, 35.78, 33.95,  2.98, 55.71
1983, 43, 0.0860,277.500, 31.66, 31.38, 31.52,  4.32, 65.48
1983, 44, 0.0718,274.206, 29.28, 33.28, 31.28,  3.61, 67.07
1983, 45, 0.0609,270.520, 27.68, 36.29, 31.99,  2.47, 65.69
1983, 46, 0.0535,267.060, 27.68, 37.53, 32.61,  1.22, 64.26
1983, 47, 0.0487,264.592, 28.45, 35.33, 31.89,  1.89, 67.87
1983, 48, 0.0470,263.295, 32.33, 29.03, 30.68,  3.06, 71.01
1983, 49, 0.0436,261.934, 35.56, 24.04, 29.80,  5.70, 70.43
1983, 50, 0.0434,260.685, 42.11, 20.87, 31.49,  5.91, 64.64
1983, 51, 0.0440,259.584, 50.68, 21.24, 35.96,  2.89, 50.04
1983, 52, 0.0433,257.617, 57.67, 27.50, 42.58,  1.13, 32.38
1984,  1, 0.0430,256.485, 63.56, 30.95, 47.26,  0.29, 23.66
1984,  2, 0.0429,255.537, 66.23, 35.60, 50.91,  0.25, 15.90
1984,  3, 0.0430,255.294, 67.41, 37.33, 52.37,  0.29, 13.13
1984,  4, 0.0424,256.243, 64.75, 37.84, 51.29,  0.08, 13.47
1984,  5, 0.0414,257.511, 60.21, 40.18, 50.19,  0.04, 13.00
1984,  6, 0.0408,258.781, 54.08, 43.06, 48.57,  0.00, 12.54
1984,  7, 0.0420,260.662, 48.88, 43.81, 46.34,  0.00, 14.56
1984,  8, 0.0435,262.360, 44.96, 45.00, 44.98,  0.00, 16.78
1984,  9, 0.0442,264.271, 39.58, 45.60, 42.59,  0.00, 22.90
1984, 10, 0.0441,265.849, 33.99, 47.87, 40.93,  0.00, 28.19
1984, 11, 0.0471,268.593, 31.20, 46.02, 38.61,  0.00, 37.33
1984, 12, 0.0540,272.248, 31.17, 41.91, 36.54,  0.00, 46.81
1984, 13, 0.0614,275.755, 31.86, 38.71, 35.29,  0.00, 53.61
1984, 14, 0.0701,279.809, 31.27, 33.02, 32.14,  0.55, 67.74
1984, 15, 0.0830,283.107, 31.76, 30.29, 31.02,  1.34, 71.18
1984, 16, 0.1031,286.535, 34.40, 30.17, 32.28,  0.71, 67.70
1984, 17, 0.1278,289.978, 34.97, 29.37, 32.17,  0.92, 67.87
1984, 18, 0.1557,292.713, 35.44, 29.82, 32.63,  1.17, 65.27
1984, 19, 0.1877,295.255, 36.88, 27.97, 32.42,  1.85, 65.14
1984, 20, 0.2159,297.478, 32.10, 26.17, 29.13,  7.05, 74.62
1984, 21, 0.2362,298.713, 29.46, 25.71, 27.59, 10.78, 77.39
1984, 22, 0.2464,298.780, 24.41, 27.71, 26.06, 16.65, 79.99
1984, 23, 0.2482,297.971, 20.10, 36.44, 28.26, 11.95, 73.28
1984, 24, 0.2501,298.341, 19.69, 38.39, 29.04, 11.33, 70.43
