Mean Values
year,week,SMN,SMT,VCI,TCI,VHI,%Area_VHI_LESS_15,%Area_VHI_LESS_35
1981, 35, 0.2247,283.823, 20.44, 85.68, 53.06,  0.00,  2.77
1981, 36, 0.2367,285.626, 30.82, 67.23, 49.02,  0.11,  9.36
1981, 37, 0.2429,286.597, 40.19, 46.31, 43.25,  0.28, 22.59
1981, 38, 0.2436,286.800, 47.44, 32.14, 39.79,  0.44, 33.06
1981, 39, 0.2365,285.955, 51.95, 26.32, 39.14,  0.33, 35.44
1981, 40, 0.2209,284.069, 53.12, 27.38, 40.25,  0.44, 31.12
1981, 41, 0.1951,280.992, 49.78, 35.44, 42.61,  0.33, 25.03
1981, 42, 0.1631,277.001, 41.98, 47.96, 44.97,  0.22, 19.99
1981, 43, 0.1300,272.414, 32.47, 62.00, 47.23,  0.22, 17.22
1981, 44, 0.1031,268.063, 25.11, 71.32, 48.22,  0.17, 15.56
1981, 45, 0.0840,264.062, 22.00, 76.70, 49.35,  0.00, 12.29
1981, 46, 0.0706,260.543, 22.05, 78.78, 50.42,  0.00, 10.35
1981, 47, 0.0644,257.989, 27.14, 79.57, 53.35,  0.00,  7.25
1981, 48, 0.0608,256.322, 32.76, 78.55, 55.66,  0.00,  6.53
1981, 49, 0.0563,254.703, 31.27, 80.21, 55.74,  0.00,  6.87
1981, 50, 0.0550,253.446, 31.19, 82.33, 56.76,  0.11,  6.70
1981, 51, 0.0555,252.999, 34.51, 82.58, 58.54,  0.00,  6.26
1981, 52, 0.0580,254.027, 41.06, 75.44, 58.25,  0.05,  7.92
1982,  1, 0.0620,256.138, 50.10, 61.12, 55.61,  0.22, 10.52
1982,  2, 0.0655,258.691, 53.74, 45.15, 49.44,  0.17, 15.45
1982,  3, 0.0685,260.956, 56.10, 34.38, 45.24,  0.22, 19.55
1982,  4, 0.0708,263.339, 55.97, 27.07, 41.52,  0.44, 27.46
1982,  5, 0.0714,265.253, 50.58, 24.59, 37.58,  0.50, 41.36
1982,  6, 0.0729,266.778, 45.83, 24.10, 34.96,  0.55, 52.88
1982,  7, 0.0752,268.164, 42.19, 24.33, 33.26,  0.55, 61.35
1982,  8, 0.0820,269.993, 42.72, 23.78, 33.25,  0.44, 61.30
1982,  9, 0.0878,271.836, 42.21, 27.89, 35.05,  0.11, 50.83
1982, 10, 0.0926,273.436, 40.72, 28.07, 34.39,  0.17, 54.82
1982, 11, 0.0994,274.986, 38.98, 28.50, 33.74,  0.05, 57.97
1982, 12, 0.1079,276.620, 37.85, 30.00, 33.92,  0.22, 56.42
1982, 13, 0.1147,278.108, 36.71, 30.13, 33.42,  0.28, 60.74
1982, 14, 0.1200,279.341, 35.88, 29.66, 32.77,  0.33, 64.73
1982, 15, 0.1236,279.955, 34.15, 31.01, 32.58,  0.61, 66.50
1982, 16, 0.1366,281.091, 19.24, 56.40, 37.82,  0.72, 42.03
1982, 17, 0.1555,282.660, 19.07, 61.45, 40.26,  0.39, 31.56
1982, 18, 0.1839,284.663, 22.56, 60.20, 41.38,  0.22, 25.64
1982, 19, 0.2255,287.204, 30.67, 53.99, 42.33,  0.17, 23.20
1982, 20, 0.2705,289.263, 38.44, 46.48, 42.46,  0.11, 21.82
1982, 21, 0.3009,289.966, 44.47, 45.11, 44.79,  0.17, 16.56
1982, 22, 0.3176,290.217, 47.33, 44.94, 46.13,  0.22, 15.28
1982, 23, 0.3207,290.031, 47.53, 47.49, 47.51,  0.17, 12.68
1982, 24, 0.3107,289.211, 43.08, 54.98, 49.03,  0.00, 10.08
1982, 25, 0.3003,288.589, 39.17, 61.34, 50.25,  0.05,  6.98
1982, 26, 0.2927,288.444, 36.60, 64.14, 50.37,  0.00,  7.31
1982, 27, 0.2937,289.076, 37.76, 61.90, 49.83,  0.05,  9.30
1982, 28, 0.3026,290.173, 42.46, 56.71, 49.58,  0.11, 10.24
1982, 29, 0.3142,291.456, 48.58, 49.78, 49.18,  0.11, 10.63
1982, 30, 0.3182,292.296, 45.94, 45.65, 45.80,  0.00, 16.17
1982, 31, 0.3173,292.819, 47.15, 41.82, 44.48,  0.22, 20.38
1982, 32, 0.3124,292.929, 46.21, 40.71, 43.46,  0.66, 22.70
1982, 33, 0.3113,292.982, 47.51, 38.75, 43.13,  1.11, 24.81
1982, 34, 0.3075,292.957, 48.66, 33.05, 40.85,  2.10, 31.34
1982, 35, 0.3007,292.493, 50.66, 25.70, 38.18,  2.55, 39.31
1982, 36, 0.2890,291.864, 52.60, 17.63, 35.11,  3.27, 49.78
1982, 37, 0.2674,290.588, 50.74, 13.40, 32.07,  4.71, 61.19
1982, 38, 0.2458,288.706, 48.41, 16.30, 32.35,  4.32, 60.19
1982, 39, 0.2192,286.237, 43.78, 23.96, 33.87,  3.16, 55.54
1982, 40, 0.1921,283.931, 38.77, 28.32, 33.54,  4.82, 56.09
1982, 41, 0.1682,282.259, 35.65, 25.26, 30.45,  7.31, 68.27
1982, 42, 0.1519,280.644, 35.85, 20.28, 28.06,  9.08, 76.41
1982, 43, 0.1374,278.828, 36.66, 16.39, 26.52, 10.69, 82.23
1982, 44, 0.1230,276.873, 37.80, 12.94, 25.37, 12.62, 85.82
1982, 45, 0.1051,274.741, 37.25, 11.99, 24.62, 14.12, 87.60
1982, 46, 0.0944,273.183, 42.35,  8.84, 25.59, 12.51, 84.55
1982, 47, 0.0867,271.329, 49.01,  8.57, 28.79,  7.75, 73.31
1982, 48, 0.0787,268.967, 52.32, 11.29, 31.81,  4.65, 63.51
1982, 49, 0.0726,266.978, 51.08, 13.42, 32.25,  4.60, 61.52
1982, 50, 0.0669,265.103, 46.56, 16.80, 31.68,  6.09, 63.62
1982, 51, 0.0653,263.028, 47.32, 23.51, 35.42,  3.65, 51.55
1982, 52, 0.0626,261.535, 47.21, 30.37, 38.79,  2.38, 41.81
1983,  1, 0.0608,261.372, 48.63, 30.10, 39.36,  1.99, 39.37
1983,  2, 0.0596,261.932, 46.13, 27.78, 36.96,  1.88, 45.02
1983,  3, 0.0587,262.310, 44.35, 27.76, 36.05,  1.83, 48.17
1983,  4, 0.0592,262.812, 43.42, 29.57, 36.49,  0.89, 45.57
1983,  5, 0.0554,262.158, 35.49, 37.66, 36.57,  0.33, 45.96
1983,  6, 0.0482,261.765, 25.30, 43.76, 34.53,  0.77, 55.15
1983,  7, 0.0466,262.652, 21.22, 45.32, 33.27,  0.83, 60.41
1983,  8, 0.0454,263.010, 18.31, 49.98, 34.14,  0.44, 57.59
1983,  9, 0.0468,263.485, 16.97, 66.16, 41.56,  0.05, 24.47
1983, 10, 0.0531,264.837, 17.74, 66.19, 41.96,  0.11, 24.47
1983, 11, 0.0582,265.931, 16.80, 67.14, 41.97,  0.17, 27.30
1983, 12, 0.0668,267.449, 17.02, 67.03, 42.02,  0.28, 27.35
1983, 13, 0.0819,270.176, 20.76, 61.08, 40.92,  0.11, 32.34
1983, 14, 0.1002,273.464, 26.65, 52.10, 39.38,  0.39, 37.82
1983, 15, 0.1231,277.134, 33.73, 41.32, 37.52,  0.39, 42.08
1983, 16, 0.1475,280.094, 25.11, 62.03, 43.57,  0.33, 25.47
1983, 17, 0.1753,283.185, 28.66, 57.80, 43.23,  0.11, 26.30
1983, 18, 0.2065,285.664, 32.54, 53.76, 43.15,  0.05, 25.14
1983, 19, 0.2344,287.632, 34.37, 51.42, 42.90,  0.17, 25.69
1983, 20, 0.2626,289.865, 35.19, 43.02, 39.10,  0.17, 35.83
1983, 21, 0.2842,290.778, 37.94, 39.95, 38.95,  0.50, 35.38
1983, 22, 0.3014,291.479, 40.71, 36.70, 38.70,  0.22, 35.44
1983, 23, 0.3124,292.021, 43.69, 34.15, 38.92,  0.17, 34.72
1983, 24, 0.3063,291.042, 40.79, 42.81, 41.80,  0.00, 24.53
1983, 25, 0.3042,290.902, 40.07, 46.03, 43.05,  0.05, 20.32
1983, 26, 0.3075,291.754, 41.58, 41.39, 41.49,  0.17, 26.08
1983, 27, 0.3047,291.785, 41.29, 42.88, 42.09,  0.22, 25.08
1983, 28, 0.2937,291.331, 38.70, 48.16, 43.43,  0.11, 24.03
1983, 29, 0.2824,290.804, 35.91, 54.85, 45.38,  0.17, 20.49
1983, 30, 0.2771,290.777, 26.66, 58.07, 42.36,  0.28, 26.69
1983, 31, 0.2864,291.361, 32.02, 54.60, 43.31,  0.44, 25.64
1983, 32, 0.2947,291.879, 37.08, 50.33, 43.71,  0.72, 23.75
1983, 33, 0.2999,292.442, 41.44, 43.85, 42.64,  0.83, 28.35
1983, 34, 0.3020,292.824, 45.72, 34.37, 40.04,  1.83, 35.60
1983, 35, 0.2996,293.137, 50.14, 19.87, 35.01,  3.99, 52.05
1983, 36, 0.2864,292.464, 51.56, 12.51, 32.04,  4.04, 63.29
1983, 37, 0.2647,290.700, 49.64, 12.18, 30.91,  3.99, 67.72
1983, 38, 0.2447,289.176, 48.04, 11.82, 29.93,  4.37, 71.48
1983, 39, 0.2282,287.334, 48.10, 14.24, 31.17,  3.05, 67.11
1983, 40, 0.2076,285.014, 46.53, 19.22, 32.87,  1.88, 58.64
1983, 41, 0.1844,282.526, 44.03, 22.92, 33.47,  2.05, 56.76
1983, 42, 0.1639,280.134, 42.28, 24.01, 33.14,  1.99, 58.92
1983, 43, 0.1443,278.056, 40.70, 21.68, 31.19,  3.60, 66.94
1983, 44, 0.1298,275.483, 42.30, 21.69, 31.99,  3.21, 63.18
1983, 45, 0.1162,272.511, 45.40, 25.31, 35.36,  1.00, 49.22
1983, 46, 0.1030,269.624, 49.59, 28.83, 39.21,  0.17, 34.72
1983, 47, 0.0945,267.422, 56.65, 29.74, 43.19,  0.05, 23.37
1983, 48, 0.0878,265.934, 62.35, 27.79, 45.06,  0.05, 19.43
1983, 49, 0.0806,264.440, 60.66, 27.57, 44.11,  0.28, 22.92
1983, 50, 0.0761,263.456, 57.99, 26.01, 42.00,  0.55, 30.90
1983, 51, 0.0726,263.283, 56.39, 21.50, 38.94,  1.99, 40.92
1983, 52, 0.0725,262.982, 59.83, 21.11, 40.47,  1.72, 35.99
1984,  1, 0.0726,262.246, 64.09, 24.77, 44.43,  0.94, 26.41
1984,  2, 0.0687,261.152, 57.90, 31.81, 44.85,  0.89, 25.08
1984,  3, 0.0653,260.395, 52.41, 36.92, 44.66,  0.61, 24.53
1984,  4, 0.0598,260.013, 44.05, 41.61, 42.83,  0.22, 28.18
1984,  5, 0.0546,259.501, 34.81, 47.86, 41.33,  0.00, 31.40
1984,  6, 0.0508,259.403, 27.42, 51.90, 39.66,  0.00, 36.93
1984,  7, 0.0490,260.080, 22.78, 53.97, 38.37,  0.05, 41.64
1984,  8, 0.0498,261.292, 21.05, 55.29, 38.17,  0.00, 41.97
1984,  9, 0.0523,262.889, 20.15, 67.62, 43.88,  0.00, 16.67
1984, 10, 0.0570,264.753, 19.77, 65.96, 42.87,  0.00, 20.16
1984, 11, 0.0661,267.734, 20.87, 59.55, 40.21,  0.00, 28.96
1984, 12, 0.0789,271.330, 22.98, 51.69, 37.34,  0.00, 40.59
1984, 13, 0.0928,274.839, 26.00, 43.24, 34.62,  0.05, 54.65
1984, 14, 0.1091,278.213, 30.88, 33.98, 32.43,  0.28, 65.12
1984, 15, 0.1267,281.079, 35.54, 26.34, 30.94,  0.89, 72.32
1984, 16, 0.1442,283.520, 23.30, 40.38, 31.84,  2.21, 65.61
1984, 17, 0.1595,284.991, 21.22, 45.59, 33.40,  1.55, 59.30
1984, 18, 0.1762,285.993, 19.28, 50.70, 34.99,  1.05, 51.88
1984, 19, 0.1916,286.671, 16.32, 56.95, 36.63,  0.72, 45.51
1984, 20, 0.2065,286.724, 14.83, 63.16, 38.99,  0.33, 34.88
1984, 21, 0.2222,286.689, 15.09, 67.28, 41.18,  0.28, 26.80
1984, 22, 0.2367,286.514, 16.51, 70.22, 43.37,  0.22, 19.93
1984, 23, 0.2451,285.992, 18.08, 75.42, 46.75,  0.05, 11.90
1984, 24, 0.2593,286.364, 23.26, 76.08, 49.67,  0.05,  8.19
