Mean Values
year,week,SMN,SMT,VCI,TCI,VHI,%Area_VHI_LESS_15,%Area_VHI_LESS_35
1981, 35, 0.3270,285.992, 34.24, 71.90, 53.07,  0.00,  5.77
1981, 36, 0.3280,286.730, 40.02, 56.94, 48.48,  0.37, 12.76
1981, 37, 0.3190,286.587, 44.60, 46.01, 45.30,  0.37, 20.95
1981, 38, 0.3041,285.984, 46.33, 39.95, 43.14,  0.65, 25.79
1981, 39, 0.2872,284.919, 48.07, 36.51, 42.29,  0.93, 29.14
1981, 40, 0.2668,283.421, 49.61, 34.70, 42.16,  0.56, 29.89
1981, 41, 0.2432,281.341, 50.12, 35.87, 42.99,  0.65, 26.54
1981, 42, 0.2141,278.526, 47.64, 42.40, 45.02,  0.09, 20.30
1981, 43, 0.1843,274.709, 44.38, 52.93, 48.65,  0.00, 12.94
1981, 44, 0.1514,270.533, 39.20, 63.67, 51.44,  0.00,  9.59
1981, 45, 0.1235,266.398, 33.08, 71.31, 52.20,  0.00, 11.45
1981, 46, 0.0963,261.389, 24.70, 80.17, 52.43,  0.09, 10.80
1981, 47, 0.0786,256.744, 21.50, 86.62, 54.06,  0.19,  7.54
1981, 48, 0.0685,253.282, 23.02, 90.29, 56.66,  0.00,  4.84
1981, 49, 0.0596,250.932, 22.21, 92.34, 57.28,  0.00,  4.00
1981, 50, 0.0551,249.338, 23.86, 93.75, 58.81,  0.00,  2.61
1981, 51, 0.0509,248.713, 25.10, 93.74, 59.42,  0.00,  1.58
1981, 52, 0.0489,249.727, 25.90, 90.05, 57.97,  0.00,  3.63
1982,  1, 0.0472,251.899, 25.17, 80.40, 52.78,  0.09,  9.03
1982,  2, 0.0453,254.382, 22.60, 67.95, 45.27,  0.28, 24.58
1982,  3, 0.0456,257.177, 22.08, 53.81, 37.95,  1.02, 43.95
1982,  4, 0.0456,259.865, 20.89, 41.85, 31.37,  3.63, 67.13
1982,  5, 0.0453,262.519, 19.57, 33.42, 26.50, 10.99, 81.38
1982,  6, 0.0457,265.038, 18.81, 29.12, 23.97, 18.25, 87.15
1982,  7, 0.0491,267.034, 19.62, 27.78, 23.70, 17.78, 88.55
1982,  8, 0.0552,269.023, 21.80, 26.16, 23.98, 15.18, 89.11
1982,  9, 0.0623,271.389, 22.92, 32.58, 27.75,  6.52, 82.03
1982, 10, 0.0729,273.978, 25.60, 30.52, 28.06,  4.66, 81.56
1982, 11, 0.0833,275.863, 26.42, 32.54, 29.48,  2.42, 78.03
1982, 12, 0.0959,277.549, 27.76, 32.99, 30.37,  1.96, 75.61
1982, 13, 0.1077,278.763, 28.39, 31.20, 29.80,  2.33, 78.21
1982, 14, 0.1185,279.185, 28.36, 32.86, 30.61,  2.05, 73.84
1982, 15, 0.1260,278.835, 27.66, 36.67, 32.16,  1.02, 67.97
1982, 16, 0.1416,279.032, 17.33, 56.52, 36.92,  0.65, 44.32
1982, 17, 0.1646,279.962, 17.45, 60.99, 39.22,  0.56, 35.20
1982, 18, 0.1964,281.668, 20.51, 59.85, 40.18,  0.28, 28.86
1982, 19, 0.2469,284.396, 30.41, 50.66, 40.53,  0.37, 27.84
1982, 20, 0.2982,286.955, 36.40, 44.02, 40.21,  0.28, 28.58
1982, 21, 0.3335,288.165, 42.58, 40.69, 41.63,  0.28, 26.07
1982, 22, 0.3525,288.922, 45.11, 38.61, 41.86,  0.47, 25.70
1982, 23, 0.3558,289.296, 45.09, 37.97, 41.53,  0.19, 26.16
1982, 24, 0.3438,288.806, 41.73, 42.02, 41.88,  0.37, 25.05
1982, 25, 0.3362,288.631, 39.23, 45.17, 42.20,  0.28, 24.67
1982, 26, 0.3306,288.621, 36.44, 48.76, 42.60,  0.37, 24.49
1982, 27, 0.3323,288.834, 35.33, 54.36, 44.84,  0.19, 19.74
1982, 28, 0.3387,289.182, 37.06, 58.36, 47.71,  0.09, 14.25
1982, 29, 0.3530,289.963, 42.17, 55.16, 48.66,  0.09, 12.20
1982, 30, 0.3685,290.765, 42.13, 51.18, 46.65,  0.09, 14.62
1982, 31, 0.3775,291.306, 45.08, 48.82, 46.95,  0.19, 15.18
1982, 32, 0.3877,291.629, 48.87, 46.73, 47.80,  0.00, 14.15
1982, 33, 0.3986,291.828, 53.53, 44.43, 48.98,  0.00, 12.38
1982, 34, 0.3980,291.496, 54.85, 42.38, 48.61,  0.00, 11.55
1982, 35, 0.3917,291.410, 57.21, 32.04, 44.62,  0.19, 18.34
1982, 36, 0.3868,291.545, 61.73, 15.92, 38.82,  1.30, 33.52
1982, 37, 0.3707,290.873, 62.88,  8.76, 35.82,  1.96, 44.51
1982, 38, 0.3539,289.848, 63.51,  6.26, 34.89,  2.23, 45.62
1982, 39, 0.3266,288.364, 61.26,  6.91, 34.08,  3.91, 49.16
1982, 40, 0.2928,286.540, 57.79,  9.59, 33.69,  3.44, 53.72
1982, 41, 0.2651,284.790, 57.19,  9.95, 33.57,  3.07, 53.82
1982, 42, 0.2440,283.044, 58.81, 11.68, 35.24,  2.61, 45.72
1982, 43, 0.2207,280.968, 60.07, 14.36, 37.21,  2.23, 40.13
1982, 44, 0.1956,279.082, 61.63, 14.69, 38.16,  1.68, 37.06
1982, 45, 0.1726,277.232, 63.81, 12.41, 38.10,  2.42, 38.36
1982, 46, 0.1521,275.451, 65.70,  9.61, 37.65,  2.51, 40.88
1982, 47, 0.1275,272.929, 61.45, 11.53, 36.49,  2.51, 45.06
1982, 48, 0.1044,270.251, 55.22, 15.19, 35.20,  2.79, 49.53
1982, 49, 0.0901,267.750, 53.37, 17.97, 35.67,  2.05, 49.44
1982, 50, 0.0768,264.491, 49.15, 25.19, 37.17,  2.42, 47.39
1982, 51, 0.0656,261.455, 44.45, 34.48, 39.47,  1.58, 40.60
1982, 52, 0.0563,259.385, 36.55, 43.06, 39.81,  1.86, 38.92
1983,  1, 0.0475,258.514, 26.18, 47.76, 36.97,  2.79, 47.39
1983,  2, 0.0441,258.571, 21.53, 48.19, 34.86,  4.28, 54.56
1983,  3, 0.0449,258.771, 21.81, 47.58, 34.69,  2.70, 55.96
1983,  4, 0.0469,259.384, 23.37, 45.59, 34.48,  2.79, 56.24
1983,  5, 0.0498,260.904, 25.21, 41.93, 33.57,  2.89, 59.96
1983,  6, 0.0534,262.327, 25.87, 41.71, 33.79,  1.68, 58.66
1983,  7, 0.0579,264.110, 25.58, 41.25, 33.42,  1.30, 60.71
1983,  8, 0.0604,265.553, 23.19, 42.02, 32.60,  1.49, 61.83
1983,  9, 0.0661,266.854, 22.86, 58.62, 40.74,  0.09, 27.37
1983, 10, 0.0681,267.963, 19.55, 62.76, 41.15,  0.09, 28.03
1983, 11, 0.0683,268.296, 15.20, 69.31, 42.25,  0.09, 25.79
1983, 12, 0.0744,269.062, 14.51, 71.05, 42.78,  0.19, 24.40
1983, 13, 0.0912,271.083, 18.89, 65.64, 42.26,  0.56, 25.79
1983, 14, 0.1120,273.365, 24.60, 59.17, 41.88,  1.12, 27.84
1983, 15, 0.1380,276.031, 33.03, 48.99, 41.01,  1.30, 29.24
1983, 16, 0.1692,278.436, 31.24, 60.27, 45.75,  0.65, 20.67
1983, 17, 0.2073,281.216, 36.90, 54.12, 45.51,  0.47, 19.83
1983, 18, 0.2483,283.927, 41.44, 46.67, 44.05,  0.09, 21.04
1983, 19, 0.2853,285.581, 44.55, 44.26, 44.40,  0.09, 17.41
1983, 20, 0.3249,287.611, 44.62, 40.94, 42.78,  0.09, 20.86
1983, 21, 0.3578,289.145, 49.57, 35.21, 42.39,  0.19, 22.53
1983, 22, 0.3779,290.022, 51.79, 32.24, 42.01,  0.28, 23.56
1983, 23, 0.3866,290.412, 52.77, 31.40, 42.08,  0.19, 25.05
1983, 24, 0.3739,289.574, 48.65, 37.74, 43.19,  0.09, 22.16
1983, 25, 0.3673,289.461, 46.17, 40.42, 43.30,  0.37, 22.25
1983, 26, 0.3636,289.854, 43.73, 40.74, 42.24,  0.75, 24.30
1983, 27, 0.3503,289.616, 37.96, 49.09, 43.52,  0.65, 22.63
1983, 28, 0.3283,288.920, 30.91, 61.19, 46.05,  0.37, 18.34
1983, 29, 0.3130,288.121, 26.67, 71.10, 48.89,  0.00, 11.55
1983, 30, 0.3038,287.710, 16.98, 76.77, 46.88,  0.00, 11.92
1983, 31, 0.3113,288.167, 19.21, 74.90, 47.06,  0.00, 12.10
1983, 32, 0.3223,288.819, 22.40, 70.24, 46.32,  0.09, 14.06
1983, 33, 0.3455,290.008, 30.13, 60.35, 45.24,  0.19, 18.16
1983, 34, 0.3637,290.597, 38.66, 50.23, 44.44,  1.12, 21.79
1983, 35, 0.3683,290.917, 46.01, 36.07, 41.04,  3.26, 28.77
1983, 36, 0.3573,290.369, 48.64, 26.26, 37.45,  4.84, 38.27
1983, 37, 0.3333,288.828, 47.18, 26.61, 36.90,  4.56, 37.52
1983, 38, 0.3135,287.708, 46.73, 25.17, 35.95,  4.84, 40.32
1983, 39, 0.2954,286.378, 47.82, 24.30, 36.06,  5.21, 40.22
1983, 40, 0.2618,284.132, 44.21, 29.59, 36.90,  3.44, 36.78
1983, 41, 0.2242,281.813, 39.01, 33.06, 36.03,  2.61, 43.67
1983, 42, 0.1888,279.540, 33.78, 36.24, 35.01,  1.96, 47.95
1983, 43, 0.1556,277.410, 28.06, 36.91, 32.48,  3.17, 60.99
1983, 44, 0.1290,274.591, 24.66, 41.03, 32.84,  1.77, 60.06
1983, 45, 0.1086,271.620, 21.71, 43.65, 32.68,  1.58, 61.08
1983, 46, 0.0930,268.664, 20.91, 44.73, 32.82,  0.75, 62.57
1983, 47, 0.0833,266.255, 24.39, 43.84, 34.11,  0.84, 56.05
1983, 48, 0.0762,264.787, 29.01, 40.62, 34.81,  1.02, 51.77
1983, 49, 0.0692,263.070, 31.34, 39.68, 35.51,  1.12, 50.19
1983, 50, 0.0644,261.208, 34.48, 40.65, 37.56,  1.21, 42.46
1983, 51, 0.0625,259.598, 40.33, 43.20, 41.77,  1.40, 31.47
1983, 52, 0.0632,257.863, 46.31, 50.26, 48.28,  0.75, 18.99
1984,  1, 0.0611,255.499, 46.10, 62.36, 54.23,  1.02, 13.31
1984,  2, 0.0586,253.298, 42.13, 72.83, 57.48,  0.84, 10.06
1984,  3, 0.0574,252.208, 38.63, 76.52, 57.57,  0.37,  9.59
1984,  4, 0.0552,252.379, 34.28, 73.84, 54.06,  0.37, 12.20
1984,  5, 0.0543,253.582, 31.30, 69.06, 50.18,  0.47, 17.41
1984,  6, 0.0540,255.553, 27.98, 64.98, 46.47,  0.47, 20.58
1984,  7, 0.0551,258.723, 24.99, 59.16, 42.08,  0.37, 29.52
1984,  8, 0.0596,262.745, 25.06, 50.90, 37.98,  0.56, 43.48
1984,  9, 0.0669,266.698, 26.39, 57.49, 41.94,  0.09, 27.37
1984, 10, 0.0740,269.500, 26.38, 53.85, 40.12,  0.00, 33.24
1984, 11, 0.0792,271.433, 23.79, 54.19, 38.99,  0.09, 36.22
1984, 12, 0.0872,273.324, 22.76, 52.25, 37.51,  0.09, 42.46
1984, 13, 0.0966,275.004, 22.42, 48.18, 35.30,  0.56, 54.19
1984, 14, 0.1111,276.610, 24.58, 44.48, 34.53,  0.75, 55.12
1984, 15, 0.1223,277.473, 25.80, 42.62, 34.21,  1.58, 55.77
1984, 16, 0.1368,278.724, 14.95, 57.36, 36.15,  1.86, 48.14
1984, 17, 0.1568,279.670, 13.98, 61.62, 37.80,  1.58, 42.18
1984, 18, 0.1778,280.776, 13.45, 64.23, 38.84,  1.30, 37.34
1984, 19, 0.1926,281.178, 11.52, 69.76, 40.64,  0.84, 29.98
1984, 20, 0.2054,281.518,  9.77, 75.14, 42.46,  0.00, 21.88
1984, 21, 0.2222,282.158, 10.45, 76.18, 43.32,  0.00, 19.46
1984, 22, 0.2451,283.089, 13.93, 74.33, 44.13,  0.09, 17.60
1984, 23, 0.2559,283.316, 16.27, 75.48, 45.87,  0.00, 13.50
1984, 24, 0.2685,283.940, 20.42, 73.41, 46.91,  0.00, 11.27
1984, 25, 0.2865,284.847, 24.87, 70.99, 47.93,  0.00, 10.24
1984, 26, 0.3040,285.727, 28.18, 70.71, 49.44,  0.00,  9.12
1984, 27, 0.3205,286.951, 30.95, 70.49, 50.72,  0.00,  8.29
1984, 28, 0.3311,287.721, 33.47, 71.95, 52.71,  0.00,  7.08
1984, 29, 0.3420,288.593, 37.14, 68.58, 52.85,  0.09,  8.57
1984, 30, 0.3592,289.546, 37.22, 63.15, 50.18,  0.00, 10.52
1984, 31, 0.3666,289.941, 39.71, 61.48, 50.59,  0.00,  9.40
1984, 32, 0.3673,289.894, 39.72, 62.27, 51.00,  0.00,  7.17
1984, 33, 0.3622,289.479, 37.34, 65.73, 51.53,  0.00,  6.80
1984, 34, 0.3569,289.210, 36.60, 63.50, 50.04,  0.00,  9.87
1984, 35, 0.3369,288.064, 34.23, 62.98, 48.61,  0.00, 10.99
1984, 36, 0.3040,286.412, 29.03, 62.75, 45.89,  0.09, 14.43
1984, 37, 0.2734,284.826, 26.23, 61.41, 43.82,  0.19, 20.86
1984, 38, 0.2486,283.421, 24.15, 61.19, 42.67,  0.19, 23.00
1984, 39, 0.2235,281.520, 22.33, 63.84, 43.08,  0.28, 22.25
1984, 40, 0.2001,279.513, 21.93, 64.77, 43.35,  0.28, 24.40
1984, 41, 0.1819,278.342, 23.69, 57.93, 40.81,  0.09, 31.19
1984, 42, 0.1682,277.786, 26.80, 47.55, 37.18,  0.93, 43.67
1984, 43, 0.1544,276.391, 29.28, 42.85, 36.07,  1.40, 47.86
1984, 44, 0.1412,274.192, 32.77, 43.11, 37.94,  0.84, 41.53
1984, 45, 0.1238,271.958, 32.46, 41.70, 37.08,  1.30, 45.06
1984, 46, 0.1145,269.944, 37.32, 38.29, 37.80,  1.12, 42.92
1984, 47, 0.1070,267.481, 43.97, 38.23, 41.10,  0.28, 32.31
1984, 48, 0.0928,264.717, 44.07, 41.48, 42.77,  0.19, 25.98
1984, 49, 0.0810,261.911, 43.44, 45.95, 44.69,  0.19, 19.93
1984, 50, 0.0750,259.612, 46.63, 49.46, 48.04,  0.09, 13.50
1984, 51, 0.0751,257.659, 56.45, 53.99, 55.22,  0.00,  4.93
1984, 52, 0.0760,255.447, 64.28, 63.76, 64.02,  0.00,  1.21
1985,  1, 0.0734,253.131, 63.90, 75.47, 69.69,  0.00,  0.93
1985,  2, 0.0727,251.916, 61.80, 80.29, 71.04,  0.00,  1.12
1985,  3, 0.0707,250.902, 56.22, 82.24, 69.23,  0.00,  2.14
1985,  4, 0.0665,249.529, 48.58, 84.11, 66.35,  0.00,  4.19
1985,  5, 0.0639,248.734, 42.47, 85.03, 63.75,  0.09,  6.98
1985,  6, 0.0611,248.834, -1.00, -1.00, -1.00, -1.00, -1.00
1985,  7, 0.0604,249.948, -1.00, -1.00, -1.00, -1.00, -1.00
1985,  8, 0.0579,251.226, -1.00, -1.00, -1.00, -1.00, -1.00
1985,  9,-1.0000, -1.000, -1.00, -1.00, -1.00, -1.00, -1.00
1985, 10,-1.0000, -1.000, -1.00, -1.00, -1.00, -1.00, -1.00
1985, 11,-1.0000, -1.000, -1.00, -1.00, -1.00, -1.00, -1.00
1985, 12,-1.0000, -1.000, -1.00, -1.00, -1.00, -1.00, -1.00
1985, 13,-1.0000, -1.000, -1.00, -1.00, -1.00, -1.00, -1.00
1985, 14,-1.0000, -1.000, -1.00, -1.00, -1.00, -1.00, -1.00
1985, 15, 0.1260,275.440, 27.16, 50.65, 38.91,  2.05, 39.48
1985, 16, 0.1543,278.573, 23.45, 57.35, 40.40,  1.68, 35.94
1985, 17, 0.1778,280.436, 23.34, 56.75, 40.05,  1.68, 36.78
1985, 18, 0.1957,281.415, 20.88, 60.07, 40.47,  1.58, 35.47
1985, 19, 0.2180,282.367, 21.12, 62.67, 41.89,  0.37, 30.91
1985, 20, 0.2489,285.091, 22.81, 54.75, 38.78,  0.28, 38.45
1985, 21, 0.2670,285.070, 23.78, 59.58, 41.68,  0.09, 26.72
1985, 22, 0.2735,284.699, 22.29, 64.80, 43.54,  0.09, 20.30
1985, 23, 0.2730,284.039, 20.88, 70.57, 45.73,  0.00, 13.59
1985, 24, 0.2618,282.563, 17.67, 80.61, 49.14,  0.00,  6.14
1985, 25, 0.2644,282.734, 17.67, 82.85, 50.26,  0.00,  6.05
1985, 26, 0.2800,283.893, 20.12, 81.62, 50.87,  0.00,  6.05
1985, 27, 0.3097,286.233, 26.58, 74.99, 50.78,  0.00,  7.08
1985, 28, 0.3435,288.659, 36.51, 63.97, 50.24,  0.09,  8.47
1985, 29, 0.3722,290.441, 45.97, 52.32, 49.15,  0.19, 10.06
1985, 30, 0.3901,291.505, 47.32, 45.57, 46.44,  0.19, 12.94
1985, 31, 0.4067,292.114, 53.65, 42.24, 47.94,  0.09, 10.80
1985, 32, 0.4239,292.878, 60.65, 36.12, 48.38,  0.28, 10.06
1985, 33, 0.4271,293.361, 63.01, 31.05, 47.03,  0.47, 12.29
1985, 34, 0.4201,293.251, 62.42, 26.41, 44.42,  1.21, 19.46
1985, 35, 0.4043,292.183, 61.36, 24.94, 43.15,  0.93, 23.65
1985, 36, 0.3898,290.770, 62.46, 23.06, 42.76,  0.75, 24.67
1985, 37, 0.3673,289.252, 61.63, 23.17, 42.40,  0.75, 23.93
1985, 38, 0.3376,287.846, 57.58, 24.03, 40.81,  0.65, 31.38
1985, 39, 0.3112,286.551, 55.71, 22.42, 39.06,  0.84, 37.52
1985, 40, 0.2827,284.820, 54.00, 23.34, 38.67,  1.02, 37.80
1985, 41, 0.2526,282.745, 52.10, 25.22, 38.66,  0.65, 35.01
1985, 42, 0.2194,280.644, 48.10, 28.01, 38.06,  0.28, 37.80
1985, 43, 0.1843,278.480, 42.59, 29.61, 36.10,  0.47, 46.56
1985, 44, 0.1555,276.249, 39.67, 30.86, 35.26,  1.02, 52.14
1985, 45, 0.1260,273.441, 33.32, 33.13, 33.22,  1.86, 60.89
1985, 46, 0.0946,270.452, 22.35, 35.22, 28.78,  6.05, 74.77
1985, 47, 0.0705,268.158, 14.21, 34.55, 24.38, 15.08, 86.96
1985, 48, 0.0547,266.236,  9.95, 34.03, 21.99, 25.23, 90.32
1985, 49, 0.0474,264.943,  9.10, 31.51, 20.30, 33.05, 91.53
1985, 50, 0.0433,264.002,  9.40, 27.93, 18.67, 39.94, 92.83
1985, 51, 0.0396,263.041,  9.67, 26.95, 18.31, 42.64, 92.74
1985, 52, 0.0379,261.769,  9.71, 30.99, 20.35, 33.80, 90.32
1986,  1, 0.0371,260.336, 10.13, 38.37, 24.25, 21.23, 84.17
1986,  2, 0.0395,259.886, 14.28, 41.67, 27.97, 11.27, 76.07
1986,  3, 0.0412,260.202, 16.17, 40.60, 28.38, 10.52, 75.70
1986,  4, 0.0438,260.829, 18.70, 38.85, 28.77,  8.57, 74.86
1986,  5, 0.0444,261.079, 18.65, 40.74, 29.69,  6.52, 72.16
1986,  6, 0.0449,261.718, 17.83, 43.37, 30.60,  3.44, 71.14
1986,  7, 0.0495,263.362, 19.81, 43.35, 31.58,  2.23, 69.37
1986,  8, 0.0513,264.545, 18.37, 45.22, 31.80,  1.77, 68.90
1986,  9, 0.0537,265.744, 16.22, 63.58, 39.90,  0.00, 37.99
1986, 10, 0.0620,268.355, 17.77, 60.47, 39.12,  0.09, 38.08
1986, 11, 0.0770,271.714, 22.44, 52.91, 37.67,  0.28, 42.18
1986, 12, 0.0911,274.541, 24.95, 46.64, 35.79,  0.65, 49.07
1986, 13, 0.1027,276.441, 25.43, 41.76, 33.60,  1.40, 57.91
1986, 14, 0.1275,278.396, 32.69, 36.62, 34.65,  1.58, 52.33
1986, 15, 0.1638,281.515, 45.32, 24.80, 35.06,  1.02, 50.74
1986, 16, 0.2041,284.422, 48.28, 23.57, 35.92,  1.49, 49.63
1986, 17, 0.2573,286.669, 58.79, 19.61, 39.20,  0.93, 34.73
1986, 18, 0.3065,288.130, 63.70, 18.92, 41.31,  0.28, 26.26
1986, 19, 0.3466,289.251, 66.11, 19.66, 42.88,  0.19, 22.35
1986, 20, 0.3778,290.538, 60.15, 23.19, 41.67,  0.19, 25.42
1986, 21, 0.3906,290.559, 59.29, 26.56, 42.92,  0.37, 20.95
1986, 22, 0.3991,290.543, 58.47, 28.96, 43.71,  0.47, 18.34
1986, 23, 0.4025,291.170, 58.27, 26.16, 42.21,  1.21, 21.79
1986, 24, 0.4000,291.492, 57.58, 24.75, 41.16,  1.12, 24.77
1986, 25, 0.3923,291.613, 54.97, 25.11, 40.04,  1.96, 28.58
1986, 26, 0.3784,291.496, 49.71, 27.76, 38.73,  2.51, 34.45
1986, 27, 0.3743,291.656, 46.88, 31.68, 39.28,  3.07, 33.99
