Mean Values
year,week,SMN,SMT,VCI,TCI,VHI,%Area_VHI_LESS_15,%Area_VHI_LESS_35
1981, 35, 0.2255,284.554, 18.57, 80.90, 49.74,  0.05,  7.18
1981, 36, 0.2362,286.288, 28.07, 62.33, 45.20,  0.38, 19.04
1981, 37, 0.2405,286.956, 36.84, 44.58, 40.71,  1.03, 31.50
1981, 38, 0.2401,286.896, 44.23, 33.44, 38.83,  0.87, 36.78
1981, 39, 0.2338,285.863, 50.22, 28.90, 39.56,  0.49, 33.79
1981, 40, 0.2208,283.996, 54.04, 28.13, 41.08,  0.11, 27.15
1981, 41, 0.1985,281.154, 53.89, 33.46, 43.67,  0.05, 19.75
1981, 42, 0.1696,277.562, 48.60, 42.18, 45.39,  0.11, 16.76
1981, 43, 0.1374,273.303, 40.44, 54.25, 47.34,  0.16, 16.59
1981, 44, 0.1101,269.017, 33.61, 64.58, 49.09,  0.11, 14.09
1981, 45, 0.0895,264.971, 29.93, 71.71, 50.82,  0.00, 10.83
1981, 46, 0.0737,261.219, 28.50, 76.79, 52.65,  0.00,  7.29
1981, 47, 0.0664,258.509, 32.32, 79.52, 55.92,  0.00,  3.86
1981, 48, 0.0618,256.575, 35.57, 80.62, 58.10,  0.00,  3.54
1981, 49, 0.0565,254.571, 30.85, 83.57, 57.21,  0.00,  3.75
1981, 50, 0.0537,253.025, 27.75, 86.16, 56.96,  0.00,  3.86
1981, 51, 0.0526,252.621, 30.83, 86.14, 58.48,  0.05,  4.95
1981, 52, 0.0536,253.509, 36.49, 80.87, 58.67,  0.05,  5.99
1982,  1, 0.0559,255.493, 44.69, 68.20, 56.44,  0.11,  8.70
1982,  2, 0.0569,257.530, 44.33, 53.70, 49.01,  0.16, 17.30
1982,  3, 0.0570,259.696, 41.97, 42.41, 42.19,  0.16, 29.49
1982,  4, 0.0561,261.914, 38.18, 35.49, 36.84,  0.22, 45.43
1982,  5, 0.0545,263.881, 32.26, 32.85, 32.55,  0.22, 66.49
1982,  6, 0.0555,265.540, 28.84, 31.55, 30.19,  0.27, 78.35
1982,  7, 0.0589,267.202, 28.22, 29.63, 28.92,  0.33, 82.92
1982,  8, 0.0673,269.490, 31.18, 26.55, 28.86,  0.11, 84.60
1982,  9, 0.0762,271.691, 33.55, 29.37, 31.46,  0.00, 73.94
1982, 10, 0.0847,273.506, 34.83, 28.06, 31.44,  0.05, 73.45
1982, 11, 0.0944,275.155, 35.63, 28.16, 31.90,  0.11, 70.62
1982, 12, 0.1039,276.907, 35.73, 28.46, 32.10,  0.22, 69.31
1982, 13, 0.1128,278.606, 36.74, 26.74, 31.74,  0.27, 69.04
1982, 14, 0.1202,279.915, 37.21, 25.60, 31.40,  0.33, 72.63
1982, 15, 0.1250,280.611, 36.43, 25.73, 31.08,  0.38, 75.30
1982, 16, 0.1360,281.483, 14.40, 54.76, 34.58,  2.34, 53.70
1982, 17, 0.1527,282.770, 13.11, 61.01, 37.06,  1.31, 43.53
1982, 18, 0.1776,284.487, 15.31, 61.82, 38.56,  0.71, 39.88
1982, 19, 0.2167,286.685, 22.62, 57.07, 39.84,  0.33, 33.19
1982, 20, 0.2663,288.841, 33.78, 49.17, 41.47,  0.22, 26.22
1982, 21, 0.3019,289.911, 40.79, 45.79, 43.29,  0.16, 20.51
1982, 22, 0.3233,290.376, 44.12, 45.14, 44.63,  0.00, 16.87
1982, 23, 0.3289,290.370, 43.94, 46.52, 45.23,  0.05, 14.80
1982, 24, 0.3196,289.476, 38.46, 54.23, 46.35,  0.11, 12.95
1982, 25, 0.3090,288.827, 33.06, 60.45, 46.75,  0.05, 11.97
1982, 26, 0.3018,288.750, 29.68, 62.03, 45.85,  0.22, 14.96
1982, 27, 0.3019,289.296, 30.09, 60.02, 45.06,  0.33, 17.79
1982, 28, 0.3072,290.387, 33.61, 54.94, 44.27,  0.27, 20.35
1982, 29, 0.3158,291.741, 38.90, 47.73, 43.31,  0.38, 23.61
1982, 30, 0.3174,292.766, 39.61, 42.77, 41.19,  0.44, 28.78
1982, 31, 0.3114,293.338, 38.58, 38.22, 38.40,  1.14, 38.14
1982, 32, 0.3005,293.360, 35.08, 36.68, 35.88,  2.61, 47.88
1982, 33, 0.2939,293.452, 33.73, 34.35, 34.04,  4.95, 53.97
1982, 34, 0.2855,293.242, 33.85, 31.38, 32.61,  6.26, 58.60
1982, 35, 0.2765,292.846, 36.65, 23.31, 29.98,  9.30, 66.27
1982, 36, 0.2638,292.493, 38.86, 13.48, 26.17, 14.80, 79.16
1982, 37, 0.2424,291.161, 37.19, 10.70, 23.94, 19.59, 86.40
1982, 38, 0.2233,289.217, 36.21, 14.41, 25.31, 16.54, 82.37
1982, 39, 0.2015,286.750, 34.66, 21.34, 28.00, 10.45, 75.03
1982, 40, 0.1803,284.387, 33.65, 24.82, 29.23,  8.76, 71.11
1982, 41, 0.1627,282.662, 34.62, 21.50, 28.06, 10.28, 76.06
1982, 42, 0.1504,280.917, 37.33, 17.11, 27.22, 10.61, 78.84
1982, 43, 0.1388,278.945, 40.94, 14.08, 27.51,  9.63, 77.64
1982, 44, 0.1264,276.988, 44.88, 12.10, 28.49,  9.03, 74.54
1982, 45, 0.1107,275.007, 47.97, 11.35, 29.66,  6.91, 70.35
1982, 46, 0.1010,273.557, 55.96,  8.98, 32.47,  4.46, 59.79
1982, 47, 0.0922,271.597, 62.21,  9.62, 35.91,  2.07, 47.22
1982, 48, 0.0846,269.358, 63.82, 11.59, 37.70,  1.52, 41.78
1982, 49, 0.0793,267.592, 60.22, 12.21, 36.22,  1.74, 47.12
1982, 50, 0.0731,265.725, 53.05, 15.65, 34.35,  3.16, 54.62
1982, 51, 0.0697,263.601, 53.44, 22.67, 38.06,  2.01, 42.11
1982, 52, 0.0670,262.155, 55.01, 29.65, 42.33,  1.09, 28.78
1983,  1, 0.0641,261.761, 56.42, 31.65, 44.03,  0.87, 21.87
1983,  2, 0.0625,261.937, 51.49, 30.97, 41.23,  0.60, 28.56
1983,  3, 0.0608,262.007, 46.35, 32.00, 39.18,  0.44, 34.93
1983,  4, 0.0596,261.942, 41.54, 35.75, 38.64,  0.22, 36.29
1983,  5, 0.0543,260.851, 31.66, 44.54, 38.10,  0.00, 38.74
