Mean Values
year,week,SMN,SMT,VCI,TCI,VHI,%Area_VHI_LESS_15,%Area_VHI_LESS_35
1981, 35, 0.1735,289.191, 10.25, 80.73, 45.49,  0.50, 19.94
1981, 36, 0.1836,290.168, 19.02, 64.42, 41.72,  3.01, 32.96
1981, 37, 0.1864,290.133, 27.97, 48.31, 38.14,  5.49, 42.93
1981, 38, 0.1881,289.485, 37.48, 36.57, 37.02,  6.10, 46.09
1981, 39, 0.1853,288.003, 45.72, 29.93, 37.83,  5.74, 41.43
1981, 40, 0.1784,285.818, 52.58, 25.67, 39.12,  4.02, 37.70
1981, 41, 0.1664,282.969, 56.26, 26.08, 41.17,  2.44, 31.31
1981, 42, 0.1487,279.453, 57.07, 31.34, 44.20,  1.04, 22.85
1981, 43, 0.1276,275.213, 56.28, 40.02, 48.15,  0.32, 14.38
1981, 44, 0.1042,270.625, 52.25, 50.65, 51.45,  0.22, 10.29
1981, 45, 0.0858,265.982, 50.15, 60.05, 55.10,  0.14,  6.71
1981, 46, 0.0715,261.608, 48.29, 67.25, 57.77,  0.14,  6.03
1981, 47, 0.0604,258.145, 44.59, 71.49, 58.04,  0.18,  6.89
1981, 48, 0.0536,255.647, 44.21, 72.06, 58.13,  0.11,  7.75
1981, 49, 0.0481,253.953, 43.96, 71.88, 57.92,  0.29,  8.32
1981, 50, 0.0449,252.843, 45.19, 71.55, 58.37,  0.32,  8.32
1981, 51, 0.0410,251.791, 45.65, 71.89, 58.77,  0.22,  7.17
1981, 52, 0.0371,251.549, 45.76, 66.50, 56.13,  0.11,  8.68
1982,  1, 0.0331,252.164, 44.79, 57.31, 51.05,  0.18, 15.71
1982,  2, 0.0304,253.387, 42.89, 49.75, 46.32,  0.25, 23.03
1982,  3, 0.0280,254.379, 40.81, 45.97, 43.39,  0.36, 28.77
1982,  4, 0.0264,255.650, 39.76, 44.58, 42.17,  0.25, 28.69
1982,  5, 0.0252,256.953, 37.94, 45.86, 41.90,  0.22, 26.72
1982,  6, 0.0227,258.019, 31.22, 49.86, 40.54,  0.07, 28.41
1982,  7, 0.0224,259.438, 25.91, 52.06, 38.98,  0.04, 32.03
1982,  8, 0.0257,261.795, 25.57, 49.70, 37.63,  0.07, 37.52
1982,  9, 0.0266,263.835, 22.61, 50.80, 36.70,  0.00, 42.58
1982, 10, 0.0296,266.206, 21.38, 51.50, 36.44,  0.07, 43.08
1982, 11, 0.0379,269.265, 23.27, 49.27, 36.27,  0.04, 44.01
1982, 12, 0.0512,272.424, 27.94, 47.04, 37.49,  0.00, 37.98
1982, 13, 0.0662,275.554, 32.94, 44.80, 38.87,  0.00, 32.03
1982, 14, 0.0726,277.786, 31.65, 44.95, 38.30,  0.07, 34.33
1982, 15, 0.0822,279.506, 30.49, 46.42, 38.46,  0.14, 34.54
1982, 16, 0.1004,280.942, 31.05, 53.81, 42.43,  0.07, 19.83
1982, 17, 0.1207,282.438, 29.48, 62.65, 46.06,  0.00, 12.66
1982, 18, 0.1504,284.176, 31.29, 70.54, 50.91,  0.00,  5.95
1982, 19, 0.1968,286.771, 37.56, 72.11, 54.83,  0.00,  2.83
1982, 20, 0.2506,289.861, 40.66, 62.85, 51.75,  0.00,  5.20
1982, 21, 0.2931,291.765, 46.84, 59.87, 53.35,  0.00,  4.84
1982, 22, 0.3151,292.205, 47.29, 61.53, 54.41,  0.00,  4.77
1982, 23, 0.3202,292.342, 43.87, 63.81, 53.84,  0.00,  5.09
1982, 24, 0.3176,292.131, 38.99, 69.16, 54.07,  0.00,  5.56
1982, 25, 0.3099,291.896, 33.21, 73.13, 53.17,  0.04,  5.85
1982, 26, 0.3062,292.124, 30.97, 73.15, 52.06,  0.00,  6.49
1982, 27, 0.2991,292.107, 29.40, 73.75, 51.58,  0.00,  6.67
1982, 28, 0.3029,292.631, 32.22, 71.92, 52.07,  0.00,  6.03
1982, 29, 0.3073,293.123, 34.99, 71.96, 53.47,  0.00,  4.84
1982, 30, 0.3082,293.426, 40.88, 73.48, 57.18,  0.04,  2.44
1982, 31, 0.3091,293.641, 44.66, 74.45, 59.55,  0.00,  1.76
1982, 32, 0.3112,294.301, 49.57, 68.56, 59.06,  0.00,  2.01
1982, 33, 0.3114,294.921, 53.96, 60.12, 57.04,  0.07,  3.80
1982, 34, 0.3075,294.758, 57.75, 55.47, 56.61,  0.04,  4.02
1982, 35, 0.2972,294.107, 60.04, 50.71, 55.38,  0.04,  4.81
1982, 36, 0.2793,293.466, 60.96, 38.69, 49.82,  0.11, 11.51
1982, 37, 0.2525,292.005, 58.63, 32.43, 45.53,  0.32, 19.05
1982, 38, 0.2184,289.618, 52.42, 35.97, 44.20,  0.22, 22.81
1982, 39, 0.1791,287.008, 42.97, 38.69, 40.83,  0.93, 33.72
1982, 40, 0.1425,284.227, 34.57, 38.31, 36.44,  3.26, 48.82
1982, 41, 0.1114,281.254, 27.35, 38.66, 33.00,  7.21, 59.43
1982, 42, 0.0891,278.195, 23.59, 39.63, 31.61,  9.94, 62.81
1982, 43, 0.0726,274.794, 22.75, 42.26, 32.50,  8.32, 59.76
1982, 44, 0.0629,272.544, 24.25, 39.09, 31.67,  7.82, 64.13
1982, 45, 0.0547,270.482, 25.61, 34.31, 29.96,  8.21, 70.09
